username,total_commits,total_pull_requests,repositories_count,repositories,first_contribution,last_contribution
tisto,1904,113,102,"Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, Products.contentmigration, archetypes.multilingual, archetypes.referencebrowserwidget, bobtemplates.plone, buildout.coredev, collective.monkeypatcher, diazo, documentation, jenkins.plone.org, mockup, planet.plone.org, plone.api, plone.app.blob, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.form, plone.app.i18n, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.search, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.dexterity, plone.formwidget.contenttree, plone.formwidget.hcaptcha, plone.formwidget.namedfile, plone.formwidget.querystring, plone.formwidget.recaptcha, plone.formwidget.recurrence, plone.i18n, plone.jenkins_node, plone.jenkins_server, plone.locking, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.recipe.alltests, plone.recipe.codeanalysis, plone.releaser, plone.resource, plone.resourceeditor, plone.rest, plone.restapi, plone.rfc822, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.testing, plone.theme, plone.z3cform, plonetheme.barceloneta",2015-01-04,2015-12-13
vangheem,1673,125,59,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlone, Products.PlonePAS, Products.PortalTransforms, buildout.coredev, mockup, planet.plone.org, plone.app.blob, plone.app.blocks, plone.app.caching, plone.app.collection, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.imaging, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.standardtiles, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.vocabularies, plone.app.widgets, plone.app.z3cform, plone.cachepurging, plone.dexterity, plone.formwidget.querystring, plone.formwidget.recurrence, plone.locking, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.protect, plone.resource, plone.resourceeditor, plone.schemaeditor, plone.subrequest, plone.theme, plone.tiles, plonetheme.barceloneta",2015-01-11,2015-12-27
mauritsvanrees,1662,60,132,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.ExtendedPathIndex, Products.LinguaPlone, Products.Marshall, Products.MimetypesRegistry, Products.PlacelessTranslationService, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, Products.ResourceRegistries, Products.contentmigration, Products.statusmessages, Products.validation, archetypes.multilingual, archetypes.referencebrowserwidget, archetypes.schemaextender, bobtemplates.plone, borg.localrole, buildout.coredev, collective.monkeypatcher, diazo, documentation, mockup, papyrus, plone.alterego, plone.api, plone.app.blob, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.i18n, plone.app.imaging, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.ldap, plone.app.linkintegrity, plone.app.lockingbehavior, plone.app.mosaic, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.relationfield, plone.app.robotframework, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.uuid, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.autoform, plone.batching, plone.behavior, plone.browserlayer, plone.cachepurging, plone.caching, plone.contentrules, plone.dexterity, plone.event, plone.folder, plone.formwidget.autocomplete, plone.formwidget.contenttree, plone.formwidget.namedfile, plone.formwidget.querystring, plone.formwidget.recurrence, plone.i18n, plone.indexer, plone.intelligenttext, plone.keyring, plone.locking, plone.memoize, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.portlet.static, plone.portlets, plone.protect, plone.recipe.alltests, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.resource, plone.resourceeditor, plone.rfc822, plone.scale, plone.schema, plone.schemaeditor, plone.session, plone.stringinterp, plone.subrequest, plone.supermodel, plone.synchronize, plone.testing, plone.theme, plone.tiles, plone.transformchain, plone.uuid, plone.z3cform, plonetheme.barceloneta, plonetheme.sunburst, training",2015-03-01,2015-12-20
esteele,1014,13,72,"Plone, Products.ATContentTypes, Products.Archetypes, Products.CMFDiffTool, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFFormController, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.MimetypesRegistry, Products.PlonePAS, Products.ResourceRegistries, archetypes.multilingual, archetypes.referencebrowserwidget, archetypes.schemaextender, buildout.coredev, diazo, mockup, plone.api, plone.app.blob, plone.app.blocks, plone.app.collection, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.controlpanel, plone.app.dexterity, plone.app.discussion, plone.app.drafts, plone.app.event, plone.app.folder, plone.app.i18n, plone.app.intid, plone.app.iterate, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.openid, plone.app.portlets, plone.app.querystring, plone.app.redirector, plone.app.referenceablebehavior, plone.app.registry, plone.app.testing, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.app.upgrade, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.dexterity, plone.formwidget.recurrence, plone.i18n, plone.locking, plone.namedfile, plone.openid, plone.outputfilters, plone.portlet.collection, plone.protect, plone.releaser, plone.resourceeditor, plone.schemaeditor, plone.subrequest, plone.tiles, plone.z3cform, plonetheme.barceloneta",2015-01-18,2015-12-13
gforcada,795,143,72,"Installers-UnifiedInstaller, Plone, Products.ATContentTypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.PloneLanguageTool, Products.PlonePAS, Products.PortalTransforms, bobtemplates.plone, buildout.coredev, collective.indexing, collective.monkeypatcher, documentation, jenkins.plone.org, mockup, mr.roboto, planet.plone.org, plone.alterego, plone.api, plone.app.blob, plone.app.content, plone.app.contentrules, plone.app.contenttypes, plone.app.customerize, plone.app.debugtoolbar, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.folder, plone.app.form, plone.app.imaging, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.registry, plone.app.testing, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.viewletmanager, plone.app.vulnerabilities, plone.app.widgets, plone.app.z3cform, plone.browserlayer, plone.caching, plone.contentrules, plone.event, plone.formwidget.contenttree, plone.formwidget.recurrence, plone.github, plone.jenkins_node, plone.jenkins_server, plone.locking, plone.outputfilters, plone.protect, plone.recipe.alltests, plone.recipe.codeanalysis, plone.recipe.zeoserver, plone.recipe.zope2instance, plone.registry, plone.releaser, plone.reload, plone.schema, plone.schemaeditor, plone.stringinterp, plone.theme, ploneorg.core, ploneorg.theme, plonetheme.barceloneta, training",2015-01-11,2015-12-27
pbauer,693,89,43,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlacefulWorkflow, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.MimetypesRegistry, Products.ResourceRegistries, archetypes.referencebrowserwidget, bobtemplates.plone, buildout.coredev, documentation, jenkins.plone.org, mockup, plone.api, plone.app.content, plone.app.contentlisting, plone.app.contentrules, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.event, plone.app.intid, plone.app.layout, plone.app.linkintegrity, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.referenceablebehavior, plone.app.robotframework, plone.app.theming, plone.app.upgrade, plone.app.viewletmanager, plone.app.vocabularies, plone.app.widgets, plone.app.workflow, plone.app.z3cform, plone.dexterity, plone.locking, plone.portlet.collection, plone.protect, plonetheme.barceloneta, training",2015-01-04,2015-12-13
datakurre,667,40,20,"Products.CMFPlone, buildout.coredev, documentation, mockup, papyrus, plone.app.blocks, plone.app.drafts, plone.app.mosaic, plone.app.multilingual, plone.app.querystring, plone.app.robotframework, plone.app.standardtiles, plone.app.textfield, plone.app.theming, plone.app.tiles, plone.dexterity, plone.protect, plone.schemaeditor, plone.themepreview, plone.tiles",2015-01-18,2015-10-11
thet,546,85,41,"Products.ATContentTypes, Products.Archetypes, Products.CMFEditions, Products.CMFPlone, Products.MimetypesRegistry, bobtemplates.plone, buildout.coredev, documentation, mockup, papyrus, plone.app.content, plone.app.contentlisting, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.robotframework, plone.app.textfield, plone.app.theming, plone.app.upgrade, plone.app.widgets, plone.app.z3cform, plone.batching, plone.dexterity, plone.formwidget.namedfile, plone.formwidget.recurrence, plone.memoize, plone.namedfile, plone.portlet.static, plone.resourceeditor, plone.scale, plone.schemaeditor, plone.testing, plone.z3cform, ploneorg.core, plonetheme.barceloneta, training",2015-01-04,2015-12-20
jensens,506,52,51,"Products.ATContentTypes, Products.CMFDynamicViewFTI, Products.CMFEditions, Products.CMFPlone, Products.CMFQuickInstallerTool, Products.Marshall, Products.PlonePAS, bobtemplates.plone, borg.localrole, buildout.coredev, documentation, papyrus, planet.plone.org, plone.api, plone.app.blob, plone.app.blocks, plone.app.content, plone.app.contentmenu, plone.app.contentrules, plone.app.controlpanel, plone.app.dexterity, plone.app.event, plone.app.layout, plone.app.mosaic, plone.app.multilingual, plone.app.portlets, plone.app.querystring, plone.app.registry, plone.app.testing, plone.app.theming, plone.app.upgrade, plone.app.vocabularies, plone.behavior, plone.browserlayer, plone.dexterity, plone.folder, plone.formwidget.hcaptcha, plone.formwidget.recaptcha, plone.github, plone.intelligenttext, plone.namedfile, plone.registry, plone.resource, plone.resourceeditor, plone.schemaeditor, plone.session, plone.subrequest, plone.tiles, plone.z3cform, ploneorg.core, training",2015-01-11,2015-12-27
bloodbare,290,16,32,"Products.ATContentTypes, Products.Archetypes, Products.CMFPlone, archetypes.multilingual, buildout.coredev, documentation, mockup, mr.roboto, plone.app.caching, plone.app.content, plone.app.contentmenu, plone.app.contenttypes, plone.app.dexterity, plone.app.discussion, plone.app.i18n, plone.app.layout, plone.app.linkintegrity, plone.app.mosaic, plone.app.multilingual, plone.app.registry, plone.app.standardtiles, plone.app.theming, plone.app.upgrade, plone.app.users, plone.app.versioningbehavior, plone.app.workflowmanager, plone.i18n, plone.jenkins_server, plone.rest, plone.restapi, plone.theme, plonetheme.barceloneta",2015-02-01,2015-11-22
